,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,PDI,Zeta,RLU_ARPE19
254,255,DOPE,1,1,9.784,2,9,36,2,12,100,20,100,303.3666667,0.674666667,-2.326666667,5.694
255,256,DOPE,1,1,9.784,2,9,36,2,4,100,40,100,174.6666667,0.246333333,-3.043333333,5.361
256,257,DOPE,1,1,9.784,2,9,36,2,8,100,40,100,148.9333333,0.217333333,-0.049066667,5.663
257,258,DOPE,1,1,9.784,2,9,36,2,12,100,40,100,152.4666667,0.288333333,-1.993333333,6.91
258,259,DOPE,1,1,9.784,2,9,36,2,4,100,60,100,164.2,0.201666667,-2.476666667,4.635
259,260,DOPE,1,1,9.784,2,9,36,2,8,100,60,100,150.2666667,0.204333333,1.32,4.635
260,261,DOPE,1,1,9.784,2,9,36,2,12,100,60,100,191.8,0.244333333,-1.426666667,5.075
261,262,DOPE,1,1,9.784,2,9,36,2,4,100,80,100,241.5333333,0.267,-15.93333333,2.708
262,263,DOPE,1,1,9.784,2,9,36,2,8,100,80,100,148.0333333,0.21,-3.53,2.079
263,264,DOPE,1,1,9.784,2,9,36,2,12,100,80,100,155.5666667,0.167333333,-3.316666667,2.773
264,265,DOPE,1,1,9.784,2,9,36,2,4,50,20,100,153.8666667,0.203,-3.213333333,3.738
265,266,DOPE,1,1,9.784,2,9,36,2,8,50,20,100,203.9333333,0.501,-2.766666667,3.932
266,267,DOPE,1,1,9.784,2,9,36,2,12,50,20,100,263.9333333,0.412333333,-1.060666667,2.485
267,268,DOPE,1,1,9.784,2,9,36,2,4,50,40,100,170.0666667,0.220333333,-3.176666667,2.89
268,269,DOPE,1,1,9.784,2,9,36,2,8,50,40,100,158.3666667,0.279,-1.57,4.344
269,270,DOPE,1,1,9.784,2,9,36,2,12,50,40,100,130.9333333,0.215,0.963666667,3.989
270,271,DOPE,1,1,9.784,2,9,36,2,4,50,60,100,160.7333333,0.165333333,-3.816666667,3.638
271,272,DOPE,1,1,9.784,2,9,36,2,8,50,60,100,138.7333333,0.185333333,0.242266667,2.89
272,273,DOPE,1,1,9.784,2,9,36,2,12,50,60,100,152.2333333,0.245666667,-1.88,3.367
273,274,DOPE,1,1,9.784,2,9,36,2,4,50,80,100,189.0,0.199,-15.9,4.234
274,275,DOPE,1,1,9.784,2,9,36,2,8,50,80,100,147.2,0.241333333,-5.523333333,2.079
275,276,DOPE,1,1,9.784,2,9,36,2,12,50,80,100,148.5333333,0.207,-2.94,5.464
276,277,DOPE,1,1,9.784,2,9,36,2,4,10,20,100,154.9,0.957333333,-5.373333333,6.133
277,278,DOPE,1,1,9.784,2,9,36,2,8,10,20,100,230.9333333,0.481666667,-2.173333333,6.047
278,279,DOPE,1,1,9.784,2,9,36,2,12,10,20,100,168.1666667,0.428,-0.284166667,5.268
279,280,DOPE,1,1,9.784,2,9,36,2,4,10,40,100,164.0666667,0.157333333,-0.60825,6.444
280,281,DOPE,1,1,9.784,2,9,36,2,8,10,40,100,478.0,0.815333333,-3.73,6.621
281,282,DOPE,1,1,9.784,2,9,36,2,12,10,40,100,161.1333333,0.330333333,0.813333333,6.945
282,283,DOPE,1,1,9.784,2,9,36,2,4,10,60,100,179.6666667,0.263333333,1.84,7.076
283,284,DOPE,1,1,9.784,2,9,36,2,8,10,60,100,153.8,0.197333333,-0.397333333,6.219
284,285,DOPE,1,1,9.784,2,9,36,2,12,10,60,100,150.7333333,0.228333333,-0.254666667,5.517
285,286,DOPE,1,1,9.784,2,9,36,2,4,10,80,100,222.5666667,0.208,-12.13333333,6.868
286,287,DOPE,1,1,9.784,2,9,36,2,8,10,80,100,166.1666667,0.209333333,-6.06,5.953
287,288,DOPE,1,1,9.784,2,9,36,2,12,10,80,100,198.6666667,0.219,-0.9158,5.606
288,289,DOPE,1,1,9.784,2,9,36,2,4,1,20,100,236.7666667,0.272333333,-3.646666667,7.869
289,290,DOPE,1,1,9.784,2,9,36,2,8,1,20,100,211.3666667,0.439666667,1.916666667,6.99
290,291,DOPE,1,1,9.784,2,9,36,2,12,1,20,100,182.6,0.281,0.651,6.194
291,292,DOPE,1,1,9.784,2,9,36,2,4,1,40,100,179.9,0.168333333,-1.32,6.116
292,293,DOPE,1,1,9.784,2,9,36,2,8,1,40,100,196.2,0.148333333,2.876666667,5.914
293,294,DOPE,1,1,9.784,2,9,36,2,12,1,40,100,180.0,0.512666667,-3.013333333,6.207
294,295,DOPE,1,1,9.784,2,9,36,2,4,1,60,100,197.7,0.18,0.54,6.279
295,296,DOPE,1,1,9.784,2,9,36,2,8,1,60,100,148.4666667,0.206666667,4.106666667,5.252
296,297,DOPE,1,1,9.784,2,9,36,2,12,1,60,100,171.6333333,0.198666667,1.651,6.363
297,298,DOPE,1,1,9.784,2,9,36,2,4,1,80,100,253.0666667,0.335333333,-0.074666667,7.005
298,299,DOPE,1,1,9.784,2,9,36,2,8,1,80,100,186.6333333,0.255,-5.6,6.702
299,300,DOPE,1,1,9.784,2,9,36,2,12,1,80,100,150.0333333,0.178,6.683333333,6.506
300,301,DOPE,1,1,9.784,2,9,36,2,4,200,20,10,274.6,0.739666667,-9.106666667,1.792
301,302,DOPE,1,1,9.784,2,9,36,2,8,200,20,10,236.6,0.577,-4.033333333,1.946
302,303,DOPE,1,1,9.784,2,9,36,2,12,200,20,10,405.4,0.707666667,-5.893333333,1.386
303,304,DOPE,1,1,9.784,2,9,36,2,4,200,40,10,170.1333333,0.409333333,-5.413333333,1.792
304,305,DOPE,1,1,9.784,2,9,36,2,8,200,40,10,176.6666667,0.290333333,-1.593333333,1.946
305,306,DOPE,1,1,9.784,2,9,36,2,12,200,40,10,260.6666667,0.788666667,-1.943333333,1.792
306,307,DOPE,1,1,9.784,2,9,36,2,4,200,60,10,153.6333333,0.193,-3.223333333,1.386
307,308,DOPE,1,1,9.784,2,9,36,2,8,200,60,10,153.0333333,0.370333333,-1.48,1.792
308,309,DOPE,1,1,9.784,2,9,36,2,12,200,60,10,149.9,0.288333333,-2.086666667,1.386
309,310,DOPE,1,1,9.784,2,9,36,2,4,200,80,10,133.1,0.144333333,-3.64,1.946
310,311,DOPE,1,1,9.784,2,9,36,2,8,200,80,10,138.3666667,0.247666667,-33.9,1.609
311,312,DOPE,1,1,9.784,2,9,36,2,12,200,80,10,136.2333333,0.169,-2.783333333,2.197
312,313,DOPE,1,1,9.784,2,9,36,2,4,100,20,10,196.5,0.676666667,-6.903333333,1.792
313,314,DOPE,1,1,9.784,2,9,36,2,8,100,20,10,197.3,0.605666667,-2.48,1.099
314,315,DOPE,1,1,9.784,2,9,36,2,12,100,20,10,213.9333333,0.647666667,-1.81,2.079
315,316,DOPE,1,1,9.784,2,9,36,2,4,100,40,10,137.9333333,0.216666667,-6.893333333,1.386
316,317,DOPE,1,1,9.784,2,9,36,2,8,100,40,10,470.4333333,1.0,-3.68,1.792
317,318,DOPE,1,1,9.784,2,9,36,2,12,100,40,10,165.9666667,0.624666667,-2.296666667,2.485
318,319,DOPE,1,1,9.784,2,9,36,2,4,100,60,10,137.5666667,0.191333333,-3.093333333,1.386
319,320,DOPE,1,1,9.784,2,9,36,2,8,100,60,10,115.6333333,0.217,-2.686666667,1.386
320,321,DOPE,1,1,9.784,2,9,36,2,12,100,60,10,207.0666667,0.332333333,-1.29,1.792
321,322,DOPE,1,1,9.784,2,9,36,2,4,100,80,10,145.4,0.130333333,-3.763333333,2.398
322,323,DOPE,1,1,9.784,2,9,36,2,8,100,80,10,135.8666667,0.231,-36.3,1.386
323,324,DOPE,1,1,9.784,2,9,36,2,12,100,80,10,120.9333333,0.173,-1.66,1.609
324,325,DOPE,1,1,9.784,2,9,36,2,4,50,20,10,278.8333333,0.789333333,-8.986666667,1.946
325,326,DOPE,1,1,9.784,2,9,36,2,8,50,20,10,415.8,0.856666667,-6.63,2.079
326,327,DOPE,1,1,9.784,2,9,36,2,12,50,20,10,496.8333333,0.378333333,-6.54,1.946
327,328,DOPE,1,1,9.784,2,9,36,2,4,50,40,10,93.06666667,0.211,-2.723333333,1.0
328,329,DOPE,1,1,9.784,2,9,36,2,8,50,40,10,207.5666667,0.603666667,-2.203333333,2.398
329,330,DOPE,1,1,9.784,2,9,36,2,12,50,40,10,201.6333333,0.620333333,-2.146666667,1.609
330,331,DOPE,1,1,9.784,2,9,36,2,4,50,60,10,136.1666667,0.159666667,-2.57,1.609
331,332,DOPE,1,1,9.784,2,9,36,2,8,50,60,10,129.5,0.283,-1.666333333,1.099
332,333,DOPE,1,1,9.784,2,9,36,2,12,50,60,10,202.5,0.512333333,-2.12,2.079
333,334,DOPE,1,1,9.784,2,9,36,2,4,50,80,10,143.0333333,0.155333333,-3.51,2.89
334,335,DOPE,1,1,9.784,2,9,36,2,8,50,80,10,134.7,0.230666667,-36.66666667,1.386
335,336,DOPE,1,1,9.784,2,9,36,2,12,50,80,10,135.2333333,0.219666667,-2.383333333,1.609
336,337,DOPE,1,1,9.784,2,9,36,2,4,10,20,10,235.4666667,0.617,-9.563333333,1.386
337,338,DOPE,1,1,9.784,2,9,36,2,8,10,20,10,378.9333333,0.809333333,-5.376666667,1.386
338,339,DOPE,1,1,9.784,2,9,36,2,12,10,20,10,476.3333333,0.748333333,-7.476666667,1.609
339,340,DOPE,1,1,9.784,2,9,36,2,4,10,40,10,132.7666667,0.226,-5.483333333,1.386
340,341,DOPE,1,1,9.784,2,9,36,2,8,10,40,10,279.9666667,0.880333333,-2.596666667,1.609
341,342,DOPE,1,1,9.784,2,9,36,2,12,10,40,10,153.0,0.411666667,-1.983333333,1.609
342,343,DOPE,1,1,9.784,2,9,36,2,4,10,60,10,156.7333333,0.235666667,-3.656666667,1.099
343,344,DOPE,1,1,9.784,2,9,36,2,8,10,60,10,134.0666667,0.204666667,-1.370333333,1.792
344,345,DOPE,1,1,9.784,2,9,36,2,12,10,60,10,167.5,0.380333333,-2.37,2.079
345,346,DOPE,1,1,9.784,2,9,36,2,4,10,80,10,144.4333333,0.081666667,-4.92,4.605
346,347,DOPE,1,1,9.784,2,9,36,2,8,10,80,10,161.1333333,0.24,-31.9,2.708
347,348,DOPE,1,1,9.784,2,9,36,2,12,10,80,10,118.1666667,0.198,-2.056666667,3.219
348,349,DOPE,1,1,9.784,2,9,36,2,4,1,20,10,302.6666667,0.693,-8.333333333,1.946
349,350,DOPE,1,1,9.784,2,9,36,2,8,1,20,10,270.0333333,0.633333333,-7.673333333,1.792
350,351,DOPE,1,1,9.784,2,9,36,2,12,1,20,10,180.3,0.614,-9.613333333,1.099
351,352,DOPE,1,1,9.784,2,9,36,2,4,1,40,10,157.5,0.177,-3.126666667,1.946
352,353,DOPE,1,1,9.784,2,9,36,2,8,1,40,10,140.4666667,0.248666667,-1.383333333,1.946
353,354,DOPE,1,1,9.784,2,9,36,2,12,1,40,10,228.2,0.517,-1.873333333,1.946
354,355,DOPE,1,1,9.784,2,9,36,2,4,1,60,10,153.2,0.232666667,-2.37,1.099
355,356,DOPE,1,1,9.784,2,9,36,2,8,1,60,10,129.7666667,0.194666667,-1.059,2.079
356,357,DOPE,1,1,9.784,2,9,36,2,12,1,60,10,145.7333333,0.333666667,-1.533333333,2.485
357,358,DOPE,1,1,9.784,2,9,36,2,4,1,80,10,165.1666667,0.186,-3.313333333,5.106
358,359,DOPE,1,1,9.784,2,9,36,2,8,1,80,10,157.6666667,0.210666667,15.6,2.833
359,360,DOPE,1,1,9.784,2,9,36,2,12,1,80,10,140.5666667,0.184333333,-1.012333333,5.231
360,361,DOTAP,1,0,12.515,0,4,36,2,4,200,20,500,157.3333333,0.166,5.9,4.875
361,362,DOTAP,1,0,12.515,0,4,36,2,8,200,20,500,138.8333333,0.375666667,5.12,5.652
362,363,DOTAP,1,0,12.515,0,4,36,2,12,200,20,500,235.9333333,0.509333333,9.113333333,4.727
363,364,DOTAP,1,0,12.515,0,4,36,2,4,200,40,500,175.8333333,0.266333333,12.9,4.927
364,365,DOTAP,1,0,12.515,0,4,36,2,8,200,40,500,172.5333333,0.298333333,1.866666667,5.043
365,366,DOTAP,1,0,12.515,0,4,36,2,12,200,40,500,173.3,0.307666667,6.673333333,3.611
366,367,DOTAP,1,0,12.515,0,4,36,2,4,200,60,500,222.7333333,0.28,16.2,4.585
367,368,DOTAP,1,0,12.515,0,4,36,2,8,200,60,500,163.4666667,0.289666667,13.33333333,5.602
368,369,DOTAP,1,0,12.515,0,4,36,2,12,200,60,500,132.7666667,0.248666667,15.63333333,2.708
369,370,DOTAP,1,0,12.515,0,4,36,2,4,200,80,500,172.6333333,0.228666667,-10.96666667,2.485
370,371,DOTAP,1,0,12.515,0,4,36,2,8,200,80,500,156.5,0.215666667,5.703333333,2.89
371,372,DOTAP,1,0,12.515,0,4,36,2,12,200,80,500,415.4333333,0.464333333,-30.56666667,2.773
372,373,DOTAP,1,0,12.515,0,4,36,2,4,100,20,500,126.4666667,0.141666667,1.823,6.24
373,374,DOTAP,1,0,12.515,0,4,36,2,8,100,20,500,173.0,0.266666667,7.926666667,6.223
374,375,DOTAP,1,0,12.515,0,4,36,2,12,100,20,500,198.5333333,0.402666667,2.883333333,2.773
375,376,DOTAP,1,0,12.515,0,4,36,2,4,100,40,500,185.6666667,0.295,12.1,4.304
376,377,DOTAP,1,0,12.515,0,4,36,2,8,100,40,500,160.6,0.245333333,4.013333333,5.438
377,378,DOTAP,1,0,12.515,0,4,36,2,12,100,40,500,183.8333333,0.354,2.956666667,3.807
378,379,DOTAP,1,0,12.515,0,4,36,2,4,100,60,500,224.0,0.195666667,22.76666667,2.773
379,380,DOTAP,1,0,12.515,0,4,36,2,8,100,60,500,147.6666667,0.245666667,9.33,5.298
380,381,DOTAP,1,0,12.515,0,4,36,2,12,100,60,500,146.4333333,0.24,19.53333333,4.5
381,382,DOTAP,1,0,12.515,0,4,36,2,4,100,80,500,170.8666667,0.246333333,7.633333333,2.565
382,383,DOTAP,1,0,12.515,0,4,36,2,8,100,80,500,136.8333333,0.256666667,7.98,3.829
383,384,DOTAP,1,0,12.515,0,4,36,2,12,100,80,500,290.3,0.270666667,-25.13333333,3.871
384,385,DOTAP,1,0,12.515,0,4,36,2,4,50,20,500,122.2,0.186333333,18.9,5.743
385,386,DOTAP,1,0,12.515,0,4,36,2,8,50,20,500,176.0666667,0.496333333,21.16666667,5.338
386,387,DOTAP,1,0,12.515,0,4,36,2,12,50,20,500,186.9666667,0.243,2.883333333,4.143
387,388,DOTAP,1,0,12.515,0,4,36,2,4,50,40,500,153.4666667,0.229666667,17.63333333,5.293
388,389,DOTAP,1,0,12.515,0,4,36,2,8,50,40,500,204.5333333,0.348333333,0.663333333,5.606
389,390,DOTAP,1,0,12.515,0,4,36,2,12,50,40,500,177.8333333,0.331,3.57,4.19
390,391,DOTAP,1,0,12.515,0,4,36,2,4,50,60,500,193.0,0.257666667,24.03333333,4.159
391,392,DOTAP,1,0,12.515,0,4,36,2,8,50,60,500,155.2333333,0.232666667,9.956666667,3.892
392,393,DOTAP,1,0,12.515,0,4,36,2,12,50,60,500,133.8333333,0.272,18.63333333,3.784
393,394,DOTAP,1,0,12.515,0,4,36,2,4,50,80,500,204.0333333,0.267,6.13,3.219
394,395,DOTAP,1,0,12.515,0,4,36,2,8,50,80,500,118.1,0.251,9.33,3.611
395,396,DOTAP,1,0,12.515,0,4,36,2,12,50,80,500,1330.666667,0.467333333,-27.3,4.043
396,397,DOTAP,1,0,12.515,0,4,36,2,4,10,20,500,105.7,0.192333333,44.06666667,5.13
397,398,DOTAP,1,0,12.515,0,4,36,2,8,10,20,500,131.2333333,0.203666667,25.86666667,4.564
398,399,DOTAP,1,0,12.515,0,4,36,2,12,10,20,500,241.2,0.458333333,1.388333333,2.197
399,400,DOTAP,1,0,12.515,0,4,36,2,4,10,40,500,204.4333333,0.278666667,26.16666667,4.868
400,401,DOTAP,1,0,12.515,0,4,36,2,8,10,40,500,135.9,0.314333333,27.06666667,4.691
401,402,DOTAP,1,0,12.515,0,4,36,2,12,10,40,500,199.2666667,0.421,22.36666667,3.178
402,403,DOTAP,1,0,12.515,0,4,36,2,4,10,60,500,157.6333333,0.228333333,30.7,5.136
403,404,DOTAP,1,0,12.515,0,4,36,2,8,10,60,500,133.6333333,0.194,15.33333333,4.736
404,405,DOTAP,1,0,12.515,0,4,36,2,12,10,60,500,139.3666667,0.264333333,20.86666667,4.754
405,406,DOTAP,1,0,12.515,0,4,36,2,4,10,80,500,138.7666667,0.140333333,15.56666667,5.011
406,407,DOTAP,1,0,12.515,0,4,36,2,8,10,80,500,143.8333333,0.207,18.4,4.745
407,408,DOTAP,1,0,12.515,0,4,36,2,12,10,80,500,581.7333333,0.704333333,-31.76666667,3.892
408,409,DOTAP,1,0,12.515,0,4,36,2,4,1,20,500,137.3,0.147333333,19.9,5.911
409,410,DOTAP,1,0,12.515,0,4,36,2,8,1,20,500,899.4,0.383333333,16.3,4.635
410,411,DOTAP,1,0,12.515,0,4,36,2,12,1,20,500,158.2333333,0.258666667,12.23333333,3.584
411,412,DOTAP,1,0,12.515,0,4,36,2,4,1,40,500,214.0333333,0.282,5.41,5.9
412,413,DOTAP,1,0,12.515,0,4,36,2,8,1,40,500,173.5,0.248333333,22.13333333,6.671
413,414,DOTAP,1,0,12.515,0,4,36,2,12,1,40,500,217.2,0.522333333,24.76666667,4.159
414,415,DOTAP,1,0,12.515,0,4,36,2,4,1,60,500,218.4,0.214,22.4,5.82
415,416,DOTAP,1,0,12.515,0,4,36,2,8,1,60,500,152.1333333,0.246333333,23.5,6.094
416,417,DOTAP,1,0,12.515,0,4,36,2,12,1,60,500,101.8666667,0.231333333,21.46666667,5.656
417,418,DOTAP,1,0,12.515,0,4,36,2,4,1,80,500,200.6,0.364,12.93333333,5.124
418,419,DOTAP,1,0,12.515,0,4,36,2,8,1,80,500,133.7333333,0.264333333,31.5,6.18
419,420,DOTAP,1,0,12.515,0,4,36,2,12,1,80,500,3927.0,0.861333333,-16.6,5.529
420,421,DOTAP,1,0,12.515,0,4,36,2,4,200,20,100,2056.666667,0.388333333,-27.6,6.282
421,422,DOTAP,1,0,12.515,0,4,36,2,8,200,20,100,576.1666667,0.390666667,-2.563333333,4.745
422,423,DOTAP,1,0,12.515,0,4,36,2,12,200,20,100,453.7333333,0.368333333,1.926666667,2.197
423,424,DOTAP,1,0,12.515,0,4,36,2,4,200,40,100,157.1,0.253333333,-3.873333333,1.386
424,425,DOTAP,1,0,12.515,0,4,36,2,8,200,40,100,161.9333333,0.634666667,-3.35,7.043
425,426,DOTAP,1,0,12.515,0,4,36,2,12,200,40,100,154.0333333,0.321666667,-2.93,7.156
426,427,DOTAP,1,0,12.515,0,4,36,2,4,200,60,100,187.9,0.252666667,-3.706666667,3.178
427,428,DOTAP,1,0,12.515,0,4,36,2,8,200,60,100,151.0666667,0.26,-1.271,6.907
428,429,DOTAP,1,0,12.515,0,4,36,2,12,200,60,100,165.1666667,0.227,4.56,6.494
429,430,DOTAP,1,0,12.515,0,4,36,2,4,200,80,100,152.2,0.155,1.253333333,3.401
430,431,DOTAP,1,0,12.515,0,4,36,2,8,200,80,100,143.4666667,0.167666667,4.306666667,3.332
431,432,DOTAP,1,0,12.515,0,4,36,2,12,200,80,100,119.9666667,0.237,3.433333333,3.738
432,433,DOTAP,1,0,12.515,0,4,36,2,4,100,20,100,2134.0,0.704333333,-30.33333333,6.335
433,434,DOTAP,1,0,12.515,0,4,36,2,8,100,20,100,115.6666667,0.283333333,3.27,5.215
434,435,DOTAP,1,0,12.515,0,4,36,2,12,100,20,100,388.5666667,0.348666667,-0.77,2.708
435,436,DOTAP,1,0,12.515,0,4,36,2,4,100,40,100,176.5,0.311333333,-3.76,3.258
436,437,DOTAP,1,0,12.515,0,4,36,2,8,100,40,100,214.0333333,0.314666667,-3.076666667,6.652
437,438,DOTAP,1,0,12.515,0,4,36,2,12,100,40,100,199.2,0.431,-2.876666667,6.428
438,439,DOTAP,1,0,12.515,0,4,36,2,4,100,60,100,182.5333333,0.252,-2.633333333,4.99
439,440,DOTAP,1,0,12.515,0,4,36,2,8,100,60,100,155.6333333,0.269,-2.463333333,3.611
440,441,DOTAP,1,0,12.515,0,4,36,2,12,100,60,100,181.7,0.266666667,2.173333333,6.161
441,442,DOTAP,1,0,12.515,0,4,36,2,4,100,80,100,175.7,0.143666667,-1.211333333,3.258
442,443,DOTAP,1,0,12.515,0,4,36,2,8,100,80,100,162.9666667,0.154333333,2.933333333,3.784
443,444,DOTAP,1,0,12.515,0,4,36,2,12,100,80,100,128.4666667,0.179,3.573333333,3.367
444,445,DOTAP,1,0,12.515,0,4,36,2,4,50,20,100,2514.333333,0.645666667,-28.56666667,6.766
445,446,DOTAP,1,0,12.515,0,4,36,2,8,50,20,100,139.2,0.262333333,1.826666667,4.745
446,447,DOTAP,1,0,12.515,0,4,36,2,12,50,20,100,307.7,0.539333333,1.6,2.565
447,448,DOTAP,1,0,12.515,0,4,36,2,4,50,40,100,162.2333333,0.378,-3.646666667,7.419
448,449,DOTAP,1,0,12.515,0,4,36,2,8,50,40,100,223.1333333,0.318,-2.73,7.412
449,450,DOTAP,1,0,12.515,0,4,36,2,12,50,40,100,242.6666667,0.782666667,-2.316666667,6.261
450,451,DOTAP,1,0,12.515,0,4,36,2,4,50,60,100,207.0333333,0.238333333,-5.89,7.476
451,452,DOTAP,1,0,12.515,0,4,36,2,8,50,60,100,154.4666667,0.284666667,-0.982333333,7.001
452,453,DOTAP,1,0,12.515,0,4,36,2,12,50,60,100,170.7333333,0.238333333,3.386666667,6.916
453,454,DOTAP,1,0,12.515,0,4,36,2,4,50,80,100,149.4333333,0.106333333,2.24,3.912
454,455,DOTAP,1,0,12.515,0,4,36,2,8,50,80,100,171.1333333,0.235,1.28,4.22
455,456,DOTAP,1,0,12.515,0,4,36,2,12,50,80,100,163.5333333,0.214,2.923333333,3.296
456,457,DOTAP,1,0,12.515,0,4,36,2,4,10,20,100,1760.0,0.536,-30.76666667,6.485
457,458,DOTAP,1,0,12.515,0,4,36,2,8,10,20,100,171.1666667,0.473666667,3.026666667,3.555
458,459,DOTAP,1,0,12.515,0,4,36,2,12,10,20,100,224.7333333,0.667333333,1.253333333,2.079
459,460,DOTAP,1,0,12.515,0,4,36,2,4,10,40,100,166.5666667,0.488666667,-2.246666667,5.624
460,461,DOTAP,1,0,12.515,0,4,36,2,8,10,40,100,146.1333333,0.331,-2.403333333,5.953
461,462,DOTAP,1,0,12.515,0,4,36,2,12,10,40,100,231.5,0.267666667,-2.746666667,6.859
462,463,DOTAP,1,0,12.515,0,4,36,2,4,10,60,100,161.8333333,0.254333333,-1.385333333,5.193
463,464,DOTAP,1,0,12.515,0,4,36,2,8,10,60,100,137.9,0.27,-0.514,5.204
464,465,DOTAP,1,0,12.515,0,4,36,2,12,10,60,100,150.0,0.260666667,2.373333333,5.352
465,466,DOTAP,1,0,12.515,0,4,36,2,4,10,80,100,169.0,0.172333333,-0.684,2.773
466,467,DOTAP,1,0,12.515,0,4,36,2,8,10,80,100,125.6,0.137,2.273333333,5.22
467,468,DOTAP,1,0,12.515,0,4,36,2,12,10,80,100,136.8666667,0.203,4.91,2.708
468,469,DOTAP,1,0,12.515,0,4,36,2,4,1,20,100,2579.0,0.685333333,-28.23333333,6.39
469,470,DOTAP,1,0,12.515,0,4,36,2,8,1,20,100,130.5333333,0.249666667,4.226666667,4.691
470,471,DOTAP,1,0,12.515,0,4,36,2,12,1,20,100,401.8333333,0.549333333,6.786666667,2.303
471,472,DOTAP,1,0,12.515,0,4,36,2,4,1,40,100,161.9,0.303,-3.153333333,7.224
472,473,DOTAP,1,0,12.515,0,4,36,2,8,1,40,100,345.8666667,0.653,-1.426666667,5.737
473,474,DOTAP,1,0,12.515,0,4,36,2,12,1,40,100,354.4666667,0.356333333,-1.543333333,5.991
474,475,DOTAP,1,0,12.515,0,4,36,2,4,1,60,100,202.1,0.265333333,-2.55,6.718
475,476,DOTAP,1,0,12.515,0,4,36,2,8,1,60,100,139.7,0.281666667,0.63,5.313
476,477,DOTAP,1,0,12.515,0,4,36,2,12,1,60,100,122.8,0.189333333,6.336666667,5.468
477,478,DOTAP,1,0,12.515,0,4,36,2,4,1,80,100,152.7666667,0.206666667,6.34,5.883
478,479,DOTAP,1,0,12.515,0,4,36,2,8,1,80,100,134.0,0.192,12.86666667,2.639
479,480,DOTAP,1,0,12.515,0,4,36,2,12,1,80,100,194.4666667,0.301666667,6.843333333,3.664
480,481,DOTAP,1,0,12.515,0,4,36,2,4,200,20,10,183.1333333,0.629333333,-2.183333333,2.708
481,482,DOTAP,1,0,12.515,0,4,36,2,8,200,20,10,151.5333333,0.402,-2.966666667,2.197
482,483,DOTAP,1,0,12.515,0,4,36,2,12,200,20,10,766.5666667,0.907333333,-2.463333333,2.639
483,484,DOTAP,1,0,12.515,0,4,36,2,4,200,40,10,99.71,0.181666667,-1.186666667,2.639
484,485,DOTAP,1,0,12.515,0,4,36,2,8,200,40,10,247.2666667,0.368666667,-3.813333333,2.398
485,486,DOTAP,1,0,12.515,0,4,36,2,12,200,40,10,400.6,0.535333333,-5.33,2.833
486,487,DOTAP,1,0,12.515,0,4,36,2,4,200,60,10,1350.666667,0.896,-20.13333333,2.398
487,488,DOTAP,1,0,12.515,0,4,36,2,8,200,60,10,297.0,0.258333333,-9.57,2.303
488,489,DOTAP,1,0,12.515,0,4,36,2,12,200,60,10,134.1333333,0.257,-1.092,1.792
489,490,DOTAP,1,0,12.515,0,4,36,2,4,200,80,10,165.4666667,0.175,-1.492333333,1.609
490,491,DOTAP,1,0,12.515,0,4,36,2,8,200,80,10,110.9666667,0.174666667,-1.123,1.609
491,492,DOTAP,1,0,12.515,0,4,36,2,12,200,80,10,128.5333333,0.182,-0.810666667,2.303
492,493,DOTAP,1,0,12.515,0,4,36,2,4,100,20,10,176.3333333,0.631666667,-1.883333333,3.219
493,494,DOTAP,1,0,12.515,0,4,36,2,8,100,20,10,176.6666667,0.532666667,-1.316666667,2.303
494,495,DOTAP,1,0,12.515,0,4,36,2,12,100,20,10,495.4333333,0.636333333,-2.92,2.398
495,496,DOTAP,1,0,12.515,0,4,36,2,4,100,40,10,116.2666667,0.275666667,-1.833333333,2.639
496,497,DOTAP,1,0,12.515,0,4,36,2,8,100,40,10,285.1333333,0.367666667,-6.416666667,2.303
497,498,DOTAP,1,0,12.515,0,4,36,2,12,100,40,10,432.9,0.635333333,-4.216666667,2.197
498,499,DOTAP,1,0,12.515,0,4,36,2,4,100,60,10,8699.333333,1.0,-20.63333333,1.946
499,500,DOTAP,1,0,12.515,0,4,36,2,8,100,60,10,293.6333333,0.427333333,-9.726666667,1.386
500,501,DOTAP,1,0,12.515,0,4,36,2,12,100,60,10,162.9333333,0.248333333,-1.077,1.792
501,502,DOTAP,1,0,12.515,0,4,36,2,4,100,80,10,170.3,0.095333333,-2.533333333,2.079
502,503,DOTAP,1,0,12.515,0,4,36,2,8,100,80,10,136.5,0.184666667,-0.168,1.386
503,504,DOTAP,1,0,12.515,0,4,36,2,12,100,80,10,108.9333333,0.175,-0.043,1.792
504,505,DOTAP,1,0,12.515,0,4,36,2,4,50,20,10,145.8666667,0.455333333,-1.640333333,2.89
505,506,DOTAP,1,0,12.515,0,4,36,2,8,50,20,10,241.3666667,0.758666667,-1.149,2.303
506,507,DOTAP,1,0,12.515,0,4,36,2,12,50,20,10,357.8666667,0.772,-2.276666667,2.639
507,508,DOTAP,1,0,12.515,0,4,36,2,4,50,40,10,133.4,0.228666667,-0.863666667,1.792
